date,rel_day,AR,AR_std
2019-05-02,-10,-0.007469821151304703,0.007966635073440805
2019-05-03,-9,-0.0011905660346910214,0.008019668137784108
2019-05-06,-8,0.0021824022085124893,0.007984357025068839
2019-05-07,-7,0.0008982859741537216,0.008001105434841983
2019-05-08,-6,0.009517102737244498,0.007958595663982895
2019-05-09,-5,0.002515028624874748,0.007953626661561398
2019-05-10,-4,-0.0004183630803044898,0.007960964929241168
2019-05-13,-3,0.01259333087297312,0.008096793112442522
2019-05-14,-2,0.0021507128496735355,0.007978161976967697
2019-05-15,-1,0.004622185613283151,0.007985207551248623
2019-05-16,0,-4.0820683077993046e-05,0.00797736831111747
2019-05-17,1,0.0009658440037718027,0.007989317097623912
2019-05-20,2,0.004485414448752306,0.007975712573115428
2019-05-21,3,0.002829043080148477,0.007971666290658007
2019-05-22,4,-0.00537790352217608,0.007999707346910403
2019-05-23,5,-0.012260946618542712,0.008029238019719548
2019-05-24,6,0.0008554538164965869,0.007982714688895347
2019-05-28,7,0.0033778338679767792,0.007994924595705619
2019-05-29,8,0.0005205683153513933,0.007964057787397016
2019-05-30,9,-0.005326747760991257,0.007984906411731788
2019-05-31,10,0.004289602197382907,0.00799432893624928
