date,rel_day,AR,AR_std
2010-09-08,-10,-0.0010482753141381595,0.005912672754225243
2010-09-09,-9,-0.002538329243398244,0.005929259702389149
2010-09-10,-8,0.0023694421592998774,0.005917000551396159
2010-09-13,-7,-0.002455865699131709,0.005957096841990169
2010-09-14,-6,0.0029396126153948183,0.005924579533101802
2010-09-15,-5,-0.007067346573263553,0.005914890195980072
2010-09-16,-4,-0.0012990513937060982,0.0059475348134478785
2010-09-17,-3,-0.0060532486597904694,0.005934061407856381
2010-09-20,-2,0.0001846627359729687,0.0059617121584330905
2010-09-21,-1,0.003549072647184311,0.005913007934824142
2010-09-22,0,-0.0011825083795610931,0.005929232472676841
2010-09-23,1,0.00660568012768469,0.005920487115651815
2010-09-24,2,-0.005322699630497696,0.005957468623313948
2010-09-27,3,0.007890620240239957,0.005916648446846564
2010-09-28,4,-0.0011728628213152708,0.005916208166446789
2010-09-29,5,0.014782487615161894,0.005926770763935539
2010-09-30,6,0.007213798096373042,0.005923749039021399
2010-10-01,7,0.012674926308814203,0.005910384303070712
2010-10-04,8,-0.0019888271430427637,0.0059277945485187175
2010-10-05,9,-0.001756487878835717,0.0059671669555039575
2010-10-06,10,0.006035275527060695,0.005926989488963877
