date,rel_day,AR,AR_std
2022-09-23,-10,-0.01042890137665134,0.009119973202553018
2022-09-26,-9,-0.004370401538794583,0.009073345144083972
2022-09-27,-8,-0.0007055074472469957,0.00906478171822778
2022-09-28,-7,-0.006947254822033696,0.009112128164158368
2022-09-29,-6,-0.006799292357095584,0.009079759159642157
2022-09-30,-5,0.005614917688288819,0.00908041078237266
2022-10-03,-4,-0.0008768211216525282,0.009154601794256187
2022-10-04,-3,0.008572030316218032,0.009186241497909505
2022-10-05,-2,0.0032603813524637814,0.009045389990718522
2022-10-06,-1,-0.000621893007333227,0.0090649819285657
2022-10-07,0,-0.000557211997334741,0.009112251667098382
2022-10-10,1,-0.00867650966092708,0.009051148511281346
2022-10-11,2,-0.011922754234382976,0.009066623294452111
2022-10-12,3,0.003475284350438107,0.009041035440964414
2022-10-13,4,-0.013246807833360928,0.009205417709734653
2022-10-14,5,0.002370078011027432,0.009090155877530835
2022-10-17,6,0.008560701145809702,0.009111299363625041
2022-10-18,7,-0.007056771403174514,0.009058128542720761
2022-10-19,8,-0.010121856300267025,0.009099819825016979
2022-10-20,9,0.013410057252775484,0.009062825259805795
2022-10-21,10,0.00013208953114387384,0.009111211344234437
