date,rel_day,AR,AR_std
2008-07-25,-10,0.0008002233077075483,0.0007149965658519636
2008-07-28,-9,-0.0004873087440065947,0.0007141891582796733
2008-07-29,-8,-0.000673401858218993,0.000740588511511726
2008-07-30,-7,-0.0014781667025699913,0.0007235429526129231
2008-07-31,-6,-0.0004413222226079781,0.0007119785570792643
2008-08-01,-5,0.0001013536838360661,0.0007136883516714415
2008-08-04,-4,0.002025627338601276,0.0007090493358575998
2008-08-05,-3,0.00038068678291908534,0.0007223496598706586
2008-08-06,-2,-0.0009300989512158503,0.0007128289900011787
2008-08-07,-1,0.0006553090599549227,0.0007197076245070437
2008-08-08,0,0.0010010273921257362,0.0007165809830491114
2008-08-11,1,0.00023170075418437602,0.000722308422975389
2008-08-12,2,0.00027420880059494425,0.0007262534819316852
2008-08-13,3,-0.00018428291362218097,0.0007209735865043691
2008-08-14,4,-0.0008436798145262537,0.0007122746342110773
2008-08-15,5,-0.0003108479757683337,0.0007113721202808866
2008-08-18,6,0.00016216148725156816,0.0007115426376818124
2008-08-19,7,0.00031996767826535967,0.0007132950835680276
2008-08-20,8,-0.00014758279703414728,0.0007108498197420598
2008-08-21,9,0.00017618801278660497,0.000713438445963811
2008-08-22,10,0.00021202889871090383,0.0007120862769596283
