date,rel_day,AR,AR_std
2017-07-24,-10,-0.000580463768615381,0.000354774853892332
2017-07-25,-9,-7.526615601504512e-05,0.0003568926930904011
2017-07-26,-8,0.0003824978613427006,0.0003562600348090923
2017-07-27,-7,-0.0001481077944240287,0.00035640799556976047
2017-07-28,-6,0.00047141469635841003,0.00035492177117849076
2017-07-31,-5,0.00014539372256021322,0.0003555486604172722
2017-08-01,-4,-2.063729369691531e-05,0.00035498033474554315
2017-08-02,-3,1.8129132993687652e-07,0.00035930102015499954
2017-08-03,-2,-0.0004917753633225089,0.0003551580703674077
2017-08-04,-1,2.1456535621586573e-06,0.00035512867939751526
2017-08-07,0,-8.48515249901908e-05,0.0003555513001298983
2017-08-08,1,-6.828023730143023e-05,0.00035495443524723977
2017-08-09,2,0.0001596768759443659,0.0003564397644061784
2017-08-10,3,-4.0742422342421314e-05,0.0003613806695214588
2017-08-11,4,-0.000405114272970212,0.00035683432041022693
2017-08-14,5,0.0002922873606325555,0.00035692354979936417
2017-08-15,6,-0.0003582906251910163,0.0003569250114992133
2017-08-16,7,-0.0005139068191049034,0.0003552441737430278
2017-08-17,8,0.00013005207961649771,0.00036252090940363683
2017-08-18,9,-4.5689575880957086e-05,0.0003549832043651693
2017-08-21,10,0.00033242033179630326,0.0003549100628914721
