month,GEP_monthly,n_articles,n_gep_articles,n_trading_days,GEP_norm,GEP_norm_mean
2010-05,0.00042876369745660986,166726.0,66860.0,31.0,107.15871613839505,0.00040012022624726415
2010-06,0.00039826641079115276,156233.0,59559.0,30.0,99.53668539241359,0.00040012022624726415
2010-07,0.00037717630115553986,160845.0,59588.0,31.0,94.2657422477949,0.00040012022624726415
2010-08,0.0004219751852316271,154712.0,60582.0,31.0,105.46209802722073,0.00040012022624726415
2010-09,0.00041208983877024275,155192.0,61342.0,30.0,102.99150398749941,0.00040012022624726415
2010-10,0.00038210121880077197,169655.0,63188.0,31.0,95.4966017050693,0.00040012022624726415
2010-11,0.0004014135582726748,177572.0,67498.0,30.0,100.32323585276876,0.00040012022624726415
2010-12,0.0004172829234084402,145764.0,57874.0,31.0,104.28938504862535,0.00040012022624726415
2011-01,0.00041525689215300915,265850.0,101373.0,31.0,103.78302942785776,0.00040012022624726415
2011-02,0.0003989688562391133,164401.0,62657.0,28.0,99.71224398752605,0.00040012022624726415
2011-03,0.00043874153904894495,179290.0,67686.0,31.0,109.65242701272837,0.00040012022624726415
2011-04,0.00040838011791409935,152010.0,58517.0,30.0,102.06435244334055,0.00040012022624726415
2011-05,0.0003964159080163879,169667.0,64663.0,31.0,99.07419870631907,0.00040012022624726415
2011-06,0.00044541314914289636,155725.0,58896.0,30.0,111.31982837269574,0.00040012022624726415
2011-07,0.00040829732250246534,161443.0,61530.0,31.0,102.04365980992623,0.00040012022624726415
2011-08,0.00039876624896900936,172261.0,66527.0,31.0,99.66160738962043,0.00040012022624726415
2011-09,0.00044242552740835205,154775.0,58245.0,30.0,110.5731473656981,0.00040012022624726415
2011-10,0.0003884175317883261,160404.0,59989.0,31.0,97.07520547793901,0.00040012022624726415
2011-11,0.000421241181732894,164094.0,63907.0,30.0,105.27865229001887,0.00040012022624726415
2011-12,0.0004371313058295261,130117.0,49886.0,31.0,109.24998966670334,0.00040012022624726415
2012-01,0.00039176142921843674,137723.0,51150.0,31.0,97.9109286458161,0.00040012022624726415
2012-02,0.0003849169349596642,153986.0,56813.0,29.0,96.20031923149901,0.00040012022624726415
2012-03,0.00041554879924620124,147893.0,55445.0,31.0,103.85598427343751,0.00040012022624726415
2012-04,0.00037935552880802287,137699.0,50395.0,30.0,94.81038545989195,0.00040012022624726415
2012-05,0.00040095733356666015,161642.0,60610.0,31.0,100.2092139473296,0.00040012022624726415
2012-06,0.00040837764703505,130023.0,48337.0,30.0,102.06373490918776,0.00040012022624726415
2012-07,0.0003837953227504601,142156.0,52385.0,31.0,95.92000043339081,0.00040012022624726415
2012-08,0.0003986466154980929,145666.0,54480.0,31.0,99.63170800861724,0.00040012022624726415
2012-09,0.00040958957044637565,118499.0,44037.0,30.0,102.36662472375482,0.00040012022624726415
2012-10,0.00038268843452208325,147585.0,54295.0,31.0,95.64336152444129,0.00040012022624726415
2012-11,0.00039884015930159375,142910.0,53476.0,30.0,99.68007942070908,0.00040012022624726415
2012-12,0.00040508392690101345,79638.0,29253.0,20.0,101.24055229606958,0.00040012022624726415
2013-01,0.000372138652522522,133592.0,46280.0,31.0,93.00670851179359,0.00040012022624726415
2013-02,0.00037656368761853905,133028.0,44459.0,28.0,94.11263488235464,0.00040012022624726415
2013-03,0.0003448945628072603,126395.0,42977.0,31.0,86.19773262702401,0.00040012022624726415
2013-04,0.0003633496139041515,135910.0,46094.0,30.0,90.81010907946718,0.00040012022624726415
2013-05,0.00038262358394179294,144440.0,48738.0,31.0,95.62715375086819,0.00040012022624726415
2013-06,0.0003421777028357909,115459.0,39668.0,30.0,85.51872172148921,0.00040012022624726415
2013-07,0.0003703174568320723,142313.0,48415.0,31.0,92.55154639526407,0.00040012022624726415
2013-08,0.0003694341120761663,135766.0,45174.0,31.0,92.33077656210895,0.00040012022624726415
2013-09,0.00034692141289674596,124780.0,42882.0,30.0,86.70429289479542,0.00040012022624726415
2013-10,0.00037550464308468205,152045.0,52146.0,31.0,93.84795330307288,0.00040012022624726415
2013-11,0.0003495669731675433,145528.0,47803.0,30.0,87.365484231112,0.00040012022624726415
2013-12,0.00031935100902029287,20588.0,7200.0,5.0,79.8137629820648,0.00040012022624726415
2014-01,0.0004311111484038233,151635.0,57271.0,31.0,107.74540253743821,0.00040012022624726415
2014-02,0.00042334741822581853,155504.0,56241.0,28.0,105.80505319523652,0.00040012022624726415
2014-03,0.00032369452267842297,162234.0,46424.0,31.0,80.89931511694887,0.00040012022624726415
2014-04,0.0004390561722721752,162846.0,62236.0,30.0,109.73106168365744,0.00040012022624726415
2014-05,0.00041685272330693344,165933.0,58266.0,31.0,104.1818673393754,0.00040012022624726415
2014-06,0.00031352394879465034,148847.0,43028.0,30.0,78.3574356475797,0.00040012022624726415
2014-07,0.00044225075365555093,175984.0,68474.0,31.0,110.52946705629702,0.00040012022624726415
2014-08,0.00039008610923820864,164617.0,52041.0,31.0,97.49222449882984,0.00040012022624726415
2014-09,0.0003572689486468997,159771.0,51584.0,30.0,89.29039953759211,0.00040012022624726415
2014-10,0.00044655031143926607,189295.0,71291.0,31.0,111.60403352449104,0.00040012022624726415
2014-11,0.0003387830611511306,168618.0,48584.0,27.0,84.67031630182356,0.00040012022624726415
2015-01,0.00028269379367547873,175836.0,44013.0,31.0,70.6522127928572,0.00040012022624726415
2015-02,0.00030686010922470166,191313.0,48037.0,28.0,76.69197633490037,0.00040012022624726415
