date,rel_day,AR,AR_std
2022-09-23,-10,-0.04500776675083073,0.01275264523858339
2022-09-26,-9,-0.008553493045159101,0.012687444269829096
2022-09-27,-8,0.020816951060942727,0.012675469856138894
2022-09-28,-7,0.016198527710540492,0.012741675360787913
2022-09-29,-6,0.010710821458961866,0.012696413119095602
2022-09-30,-5,0.0016929167774830094,0.01269732429650007
2022-10-03,-4,0.019328861183507046,0.012801067107298822
2022-10-04,-3,0.0028719047740754164,0.012845309552663872
2022-10-05,-2,0.01487960988375441,0.012648354006563849
2022-10-06,-1,0.011088124362561454,0.01267574981435323
2022-10-07,0,0.007491598115012938,0.012741848057477358
2022-10-10,1,-0.022892628228874695,0.012656406263758666
2022-10-11,2,-0.012152261285922821,0.012678044969875207
2022-10-12,3,0.0034799330849073383,0.01264226495049378
2022-10-13,4,-0.0034876977290447114,0.01287212404224566
2022-10-14,5,-0.02124728452143126,0.012710951062567064
2022-10-17,6,-0.0016899472559831433,0.012740516432034471
2022-10-18,7,-0.007550365262208124,0.012666166584619708
2022-10-19,8,0.02001774913712038,0.012724464358182952
2022-10-20,9,0.018834914782543455,0.012672734100273664
2022-10-21,10,0.0012669348890425487,0.012740393352718605
