date,rel_day,AR,AR_std
2021-10-18,-10,-0.006212889797633108,0.003896787100729509
2021-10-19,-9,0.00034503363051677574,0.003904226389237903
2021-10-20,-8,-0.001720807037713313,0.003902505797060638
2021-10-21,-7,-0.0026204224035181493,0.0039010322788162223
2021-10-22,-6,0.004516222259519429,0.00390041083924907
2021-10-25,-5,-0.004483108644496934,0.0038978062335310454
2021-10-26,-4,-0.00021939924577152792,0.003901001572827773
2021-10-27,-3,0.0024217740941611648,0.003915175483297201
2021-10-28,-2,0.0024550128637546506,0.003909501170748942
2021-10-29,-1,-0.001501870144044616,0.003899377284882384
2021-11-01,0,0.0017095218012912377,0.003937639806361522
2021-11-02,1,0.0020805934140746083,0.0038975856140108446
2021-11-03,2,-0.0050459194149077525,0.00391785084008286
2021-11-04,3,0.00404107603879189,0.0039052881285922807
2021-11-05,4,-0.000299680939570582,0.0039041481235469883
2021-11-08,5,0.002570893176629599,0.003894430874701636
2021-11-09,6,0.0013385848581235584,0.0038973204141304297
2021-11-10,7,-0.0015966952567856166,0.003913064121080262
2021-11-11,8,-0.0010981055726769723,0.0038972948025337768
2021-11-12,9,0.0031713149559960746,0.0039048032438883133
2021-11-15,10,-0.0039042673301852284,0.0039006134954949795
