date,rel_day,AR,AR_std
2022-02-11,-10,-0.0074370311999353515,0.004155351135216335
2022-02-14,-9,0.002712675162907433,0.004085466347889986
2022-02-15,-8,0.005865924023318441,0.004120065037941799
2022-02-16,-7,0.004362107840246415,0.004075890225355612
2022-02-17,-6,5.584851231188806e-05,0.004136019984676137
2022-02-18,-5,-0.0006282660719959506,0.004086931348839685
2022-02-22,-4,-0.005453365285767543,0.004091990137013055
2022-02-23,-3,-0.0014291118867903966,0.0041219341479484225
2022-02-24,-2,-0.004622928629970908,0.004190973265895118
2022-02-25,-1,0.006143586851973203,0.0041663870151149055
2022-02-28,0,-0.0009644706732533576,0.004085957755834369
2022-03-01,1,-0.004500644919152873,0.00412176345205212
2022-03-02,2,0.0009832695075898297,0.004128809626553494
2022-03-03,3,-0.0014023516117585093,0.004091552807820319
2022-03-04,4,-0.00766375125643778,0.004089267566874661
2022-03-07,5,-0.00040851020506356417,0.004228001259765431
2022-03-08,6,0.004658655586526122,0.0041068122415787904
2022-03-09,7,0.0094546736804433,0.004163594055472522
2022-03-10,8,-0.0039343262443963575,0.00408561444677384
2022-03-11,9,0.0029864765440654195,0.004106885780381002
2022-03-14,10,0.011409188766724108,0.004109792854101168
