date,rel_day,AR,AR_std
2015-06-29,-10,-0.000813555493154542,0.0025937421595928784
2015-06-30,-9,-0.0024275237751737342,0.002562221331603163
2015-07-01,-8,-0.0003008114530825409,0.002566386115335252
2015-07-02,-7,0.0008163108144491485,0.002557793319020172
2015-07-06,-6,-0.00193506673608241,0.002560689110508103
2015-07-07,-5,-0.0052402852340350334,0.0025606497227640894
2015-07-08,-4,0.000493988618627806,0.002575998337730621
2015-07-09,-3,-0.002601809026044365,0.0025505013776164287
2015-07-10,-2,0.0003720947318387145,0.002567545642834774
2015-07-13,-1,0.0024671983500558162,0.002565509285192363
2015-07-14,0,0.002174398023898361,0.0025528338860713435
2015-07-15,1,0.0015783222503124893,0.002564224352425771
2015-07-16,2,0.003099956519816819,0.0025686985804101495
2015-07-17,3,0.009822273159097073,0.0025776143107248844
2015-07-20,4,-5.969320506218987e-05,0.0025802539398155615
2015-07-21,5,0.005265061106308594,0.002555327735318901
2015-07-22,6,-0.007754931742360865,0.002553844556448219
2015-07-23,7,-0.0004036574623129882,0.002561213950979359
2015-07-24,8,0.0008781845512465872,0.0025677817206716563
2015-07-27,9,-0.0007277306688945389,0.00255574490196388
2015-07-28,10,-0.0050521574931942596,0.0025668977651236305
