date,rel_day,AR,AR_std
2022-09-23,-10,0.000496300630109258,0.0009311347954486607
2022-09-26,-9,1.4905309629919747e-05,0.000926374144652824
2022-09-27,-8,-0.0005372430417359625,0.0009254998324584951
2022-09-28,-7,-2.240730564348828e-05,0.0009303338294744575
2022-09-29,-6,-0.00116563344724439,0.0009270290054656938
2022-09-30,-5,-0.00045521133657382834,0.0009270955351127007
2022-10-03,-4,-0.0001491510338064994,0.0009346703197244535
2022-10-04,-3,-0.0008554927837465635,0.0009379006832721272
2022-10-05,-2,-0.0005313597262272248,0.0009235199678441258
2022-10-06,-1,-0.0011938765386947416,0.0009255202736163698
2022-10-07,0,-0.0013026493323854832,0.0009303464389286997
2022-10-10,1,0.00023260845070007322,0.0009241079036578903
2022-10-11,2,0.0010994039209587352,0.0009256878544694003
2022-10-12,3,-0.0005629460955454053,0.0009230753752225789
2022-10-13,4,0.0007286730367574434,0.0009398585440770571
2022-10-14,5,-0.0009013345261050069,0.0009280904938680833
2022-10-17,6,0.0006313717098386171,0.0009302492102548693
2022-10-18,7,-0.00036520442623816027,0.0009248205537942685
2022-10-19,8,-0.0004977858715976427,0.0009290771675748895
2022-10-20,9,-0.0005073177182228408,0.0009253000811574662
2022-10-21,10,0.0005835675468095075,0.0009302402236147283
