date,rel_day,AR,AR_std
2015-06-29,-10,0.0024402835484999413,0.0045786749538144315
2015-06-30,-9,0.001744142447881224,0.004498483156675298
2015-07-01,-8,-0.007781575343685607,0.004476732678381716
2015-07-02,-7,0.0022867837569361194,0.0044643546216730865
2015-07-06,-6,0.0003841495555831388,0.004569251322273009
2015-07-07,-5,-0.0028453121397316802,0.004483612392601932
2015-07-08,-4,-0.00858997895910376,0.004571034850501881
2015-07-09,-3,0.0015898034108791205,0.004481524006482997
2015-07-10,-2,0.006042570966881031,0.004512059436545578
2015-07-13,-1,-0.002466546512198948,0.004486772045853589
2015-07-14,0,-0.0031747786006420062,0.0044812756994452845
2015-07-15,1,-0.0024893003972458238,0.004471078370494188
2015-07-16,2,-0.004779617121815017,0.0044817699321059975
2015-07-17,3,-0.0007141876739892427,0.004484462156668354
2015-07-20,4,-0.0049572863411595424,0.004504672128722934
2015-07-21,5,-0.003949229082746048,0.004492693992181478
2015-07-22,6,-0.0047991654962413815,0.004460263340501488
2015-07-23,7,-0.00720181050297049,0.004460931789399045
2015-07-24,8,-0.006608739816509808,0.00448005272516659
2015-07-27,9,0.0001699227427377336,0.004508492227347654
2015-07-28,10,0.006171158168106657,0.004474229959400098
