date,n_articles,n_gep_articles,GEP_daily
1996-01-01,120,8,0.06666666666666667
1996-01-02,1496,0,0.0
1996-01-03,1988,12,0.006036217303822937
1996-01-04,2248,8,0.0035587188612099642
1996-01-05,2120,20,0.009433962264150943
1996-01-06,172,0,0.0
1996-01-07,240,0,0.0
1996-01-08,2052,12,0.005847953216374269
1996-01-09,2436,8,0.003284072249589491
1996-01-10,2312,4,0.0017301038062283738
1996-01-11,2512,8,0.0031847133757961785
1996-01-12,1820,8,0.004395604395604396
1996-01-13,252,4,0.015873015873015872
1996-01-14,192,0,0.0
1996-01-15,1516,4,0.002638522427440633
1996-01-16,3288,40,0.012165450121654502
1996-01-17,3556,0,0.0
1996-01-18,3304,16,0.004842615012106538
1996-01-19,2352,12,0.00510204081632653
1996-01-20,680,0,0.0
1996-01-21,336,0,0.0
1996-01-22,2444,20,0.008183306055646482
1996-01-23,3100,8,0.0025806451612903226
1996-01-24,3168,28,0.008838383838383838
1996-01-25,3904,64,0.01639344262295082
1996-01-26,2004,16,0.007984031936127744
1996-01-27,208,0,0.0
1996-01-28,252,8,0.031746031746031744
1996-01-29,2056,12,0.005836575875486381
1996-01-30,2956,4,0.0013531799729364006
1996-01-31,3556,12,0.003374578177727784
1996-02-01,3744,28,0.007478632478632479
1996-02-02,2872,0,0.0
1996-02-03,48,0,0.0
1996-02-04,180,0,0.0
1996-02-05,2292,20,0.008726003490401396
1996-02-06,3404,4,0.0011750881316098707
1996-02-07,3796,16,0.004214963119072708
1996-02-08,4556,44,0.009657594381035996
1996-02-09,2988,0,0.0
1996-02-10,128,16,0.125
1996-02-11,212,4,0.018867924528301886
1996-02-12,2664,4,0.0015015015015015015
1996-02-13,3980,4,0.0010050251256281408
1996-02-14,3468,12,0.0034602076124567475
1996-02-15,4852,16,0.0032976092333058533
1996-02-16,2980,12,0.004026845637583893
1996-02-17,168,8,0.047619047619047616
1996-02-18,240,4,0.016666666666666666
1996-02-19,844,0,0.0
1996-02-20,2444,0,0.0
1996-02-21,3072,16,0.005208333333333333
1996-02-22,2376,20,0.008417508417508417
1996-02-23,2760,4,0.0014492753623188406
1996-02-24,84,0,0.0
1996-02-25,168,0,0.0
1996-02-26,2268,24,0.010582010582010581
