month,n_articles,n_gep_articles,GEP_monthly
1996-01,14660,17,0.001159618008185539
1996-02,16482,27,0.0016381507098653077
1996-03,15809,22,0.0013916123726990955
1996-04,13907,36,0.0025886244337384053
1996-05,15659,99,0.006322242799667923
1996-06,12057,54,0.004478726051256532
1996-07,16485,65,0.003942978465271459
1996-08,14237,57,0.00400365245487111
1996-09,15713,57,0.0036275695284159614
1996-10,18520,33,0.0017818574514038878
1996-11,15809,29,0.0018343981276488076
1996-12,15778,16,0.0010140702243630372
1997-01,16632,21,0.0012626262626262627
1997-02,18372,52,0.0028303940779446984
1997-03,18284,20,0.0010938525486764385
1997-04,20961,32,0.0015266447211488001
1997-05,20370,20,0.0009818360333824251
1997-06,20615,27,0.0013097259277225321
1997-07,22935,23,0.0010028340963592762
1997-08,22577,30,0.0013287859325862602
1997-09,24069,42,0.0017449831733765424
1997-10,32481,132,0.004063914288353191
1997-11,28355,187,0.006594956797742903
1997-12,26369,52,0.0019720125905419244
1998-01,24140,80,0.0033140016570008283
1998-02,19484,90,0.004619174707452269
1998-03,40680,116,0.0028515240904621437
1998-04,40186,86,0.0021400487732045987
1998-05,39917,376,0.00941954555703084
1998-06,39008,224,0.005742411812961444
1998-07,36389,93,0.002555717387122482
1998-08,37034,105,0.002835232489064103
1998-09,35477,121,0.0034106604278828535
1998-10,41680,71,0.0017034548944337812
1998-11,36190,207,0.0057198121027908265
1998-12,31343,171,0.005455763647385381
1999-01,34461,170,0.004933112794173123
1999-02,35806,81,0.002262190694297045
1999-03,40475,80,0.001976528721432983
1999-04,39468,127,0.0032177966960575655
1999-05,34229,73,0.0021326944988167926
1999-06,34862,49,0.0014055418507257186
1999-07,34521,46,0.0013325222328437762
1999-08,28965,30,0.0010357327809425167
1999-09,28577,98,0.0034293312804003218
1999-10,30621,67,0.0021880408869729925
1999-11,29044,67,0.0023068447872193914
1999-12,25322,71,0.002803885948977174
2000-01,28752,72,0.0025041736227045075
2000-02,30404,62,0.0020392053677147745
2000-03,27873,63,0.0022602518566354536
2000-04,25521,46,0.0018024372085733318
2000-05,27406,97,0.003539370940669926
2000-06,26490,70,0.0026425066062665155
2000-07,26813,74,0.00275985529407377
2000-08,26037,52,0.0019971578906940123
2000-09,26778,129,0.0048173874075733815
2000-10,30085,126,0.004188133621406016
2000-11,27655,147,0.005315494485626469
2000-12,3819,22,0.005760670332547788
2001-01,29929,71,0.0023722810651876105
2001-02,27485,114,0.004147716936510824
2001-03,27739,84,0.0030282274054580192
2001-04,21271,25,0.0011753091062949555
2001-05,27131,143,0.005270723526593196
2001-06,30344,137,0.004514895860796204
2001-07,31482,161,0.0051140334159202085
