date,rel_day,AR,AR_std
2015-06-29,-10,-0.0017312038268785593,0.007558813323712345
2015-06-30,-9,0.013694157821399376,0.007466953747886002
2015-07-01,-8,-0.00599257126035657,0.0074790909692547735
2015-07-02,-7,0.006641712742127597,0.0074540494118146275
2015-07-06,-6,-0.022842080094405616,0.0074624884724208305
2015-07-07,-5,-0.01900797816019293,0.007462373686684268
2015-07-08,-4,-0.018415586804046508,0.007507103389241813
2015-07-09,-3,0.01687831207879384,0.007432798870917766
2015-07-10,-2,0.014966986786958816,0.007482470122375366
2015-07-13,-1,-0.002670982366699778,0.007476535666931376
2015-07-14,0,-0.002448958526924407,0.007439596383893939
2015-07-15,1,-0.008988014169817376,0.007472791051499858
2015-07-16,2,0.00707924730834216,0.007485830070808916
2015-07-17,3,0.000286879898355151,0.007511812738686828
2015-07-20,4,-0.004414355539063495,0.007519505278003613
2015-07-21,5,0.0045971699456757355,0.007446864084289697
2015-07-22,6,-0.012668879958165367,0.007442541730131365
2015-07-23,7,-0.002914691323170053,0.007464017988811765
2015-07-24,8,-0.003488691314127138,0.0074831581122329
2015-07-27,9,-0.011469778193121241,0.007448079812222643
2015-07-28,10,-0.0008375792204760625,0.007480582044696937
