date,rel_day,AR,AR_std
2015-06-29,-10,0.10720682527826339,0.039471440960101294
2015-06-30,-9,-0.009190073641178437,0.038879439091676155
2015-07-01,-8,-0.07381840627172799,0.038942177796723425
2015-07-02,-7,0.031286419898753734,0.0388579957983108
2015-07-06,-6,-0.02304687257632103,0.03885520483818228
2015-07-07,-5,-0.012462415365253401,0.03893469144817439
2015-07-08,-4,0.05119294368669913,0.039170083715039716
2015-07-09,-3,0.03581730187609822,0.038735594343451064
2015-07-10,-2,-0.06886738843718528,0.0389660035627761
2015-07-13,-1,-0.09628036830372522,0.03899544252264907
2015-07-14,0,-0.002991603038683198,0.03898999259113711
2015-07-15,1,-0.027531474280551124,0.03890748890654603
2015-07-16,2,-0.02437544033090973,0.03897627938817324
2015-07-17,3,-0.010551739942340713,0.03913457709180695
2015-07-20,4,0.02299012562021093,0.039148165706351795
2015-07-21,5,-0.046555331553433374,0.038802700590416926
2015-07-22,6,-0.027631512787280828,0.03879333219064759
2015-07-23,7,-0.010285420499986347,0.038901001982515525
2015-07-24,8,-0.012538150182733201,0.03907667070391089
2015-07-27,9,0.05956677307142874,0.038777494411508906
2015-07-28,10,-0.04476961918445635,0.03903874757249954
