date,rel_day,AR,AR_std
2010-09-08,-10,-0.0033336329288676577,0.00544957257573242
2010-09-09,-9,0.004498309586329402,0.005464860378996101
2010-09-10,-8,-0.006158236224334053,0.0054535614054472235
2010-09-13,-7,0.013612377446124292,0.005490517221318069
2010-09-14,-6,0.0014014433814471788,0.005460546776119993
2010-09-15,-5,0.001705359406652218,0.005451616340080239
2010-09-16,-4,-0.0022556422303150582,0.005481704122626754
2010-09-17,-3,-0.00494602419202834,0.005469285998934609
2010-09-20,-2,-0.0013550660209576387,0.0054947710508400395
2010-09-21,-1,-0.0007829300235547322,0.0054498815038729765
2010-09-22,0,0.0031521928873141595,0.005464835282005347
2010-09-23,1,-0.0041007718037981405,0.005456774890404187
2010-09-24,2,0.00306175829416256,0.005490859883493105
2010-09-27,3,0.0008713630019954333,0.00545323687889603
2010-09-28,4,-0.0024083724948228977,0.0054528310827202595
2010-09-29,5,-0.0015019234153516225,0.00546256638247316
2010-09-30,6,0.00015826286469752685,0.00545978132909578
2010-10-01,7,0.0016674317386926865,0.005447463363677057
2010-10-04,8,-3.2824217121344215e-05,0.0054635099808456496
2010-10-05,9,0.006388846115567871,0.005499798610077498
2010-10-06,10,-0.00025719710322713043,0.0054627679762304345
