date,rel_day,AR,AR_std
2022-02-11,-10,-0.00720520604825721,0.0038666693057523337
2022-02-14,-9,-0.001879125366297225,0.0038016395758207967
2022-02-15,-8,0.003417704350563171,0.003833834615057984
2022-02-16,-7,-0.0003421629450127071,0.0037927287286103214
2022-02-17,-6,-0.005591904327746904,0.003848681134835757
2022-02-18,-5,-0.0020188044936662996,0.0038030027997748663
2022-02-22,-4,0.0027194026651524133,0.003807710142263566
2022-02-23,-3,-0.0038525715570554217,0.0038355738736805434
2022-02-24,-2,-0.01822237582523542,0.003899816684835131
2022-02-25,-1,0.0017547079562679271,0.0038769384976153577
2022-02-28,0,-0.020552792132056123,0.00380209684452164
2022-03-01,1,-0.01593863390548519,0.003835415036421941
2022-03-02,2,-0.003914843548743739,0.0038419716969256786
2022-03-03,3,-0.006217383131237892,0.0038073031953387375
2022-03-04,4,-0.018164111581281478,0.0038051767153534635
2022-03-07,5,-0.013266984802787603,0.003934272258550316
2022-03-08,6,0.008165898827231545,0.0038215025210315756
2022-03-09,7,0.022944714753914082,0.0038743395713224903
2022-03-10,8,-0.008019413199672776,0.0038017773859335352
2022-03-11,9,-0.00016508115574498296,0.00382157095092355
2022-03-14,10,0.01390108521988084,0.003824276063525963
