word,weight
very_clear,0.06473260033980265
chinese_counterpart,0.06469845054446251
trade_organisation's,0.06457751744726616
penalise,0.06425847409004691
adviser_peter,0.06403765910792496
qatari_capital,0.06391805720120969
port_lockout,0.06365029054423209
slowing_growth,0.06362611704113885
provoking,0.0635164983456619
jeopardise,0.06335081068863736
japanese_officials,0.06317971366147772
round's,0.06316497937156856
hesitate,0.0629903304653076
trade_imbalances,0.06298537304239155
massive_devaluation,0.06284699973851432
permanent_security,0.06281304167383714
magnitsky_act,0.06278781894837102
wto_doha,0.06275755973714899
western_governments,0.06273776287391349
foreign_minister,0.06227034795925043
resolution_demanding,0.06217935006430559
reciprocal,0.062041282163565054
freer,0.062039902793001006
isolationism,0.06191104558790464
salvo,0.06178424505073219
tariffed,0.061712263873545226
cautious_mood,0.06155994245604327
bitter_trade,0.06116281404556681
suspend_uranium,0.06090442254748211
reimposing,0.06078329075724123
export_competitiveness,0.06064856119696651
sanctioning,0.06021150732376628
send_message,0.06012955356487653
harming,0.06012614682713412
stifle,0.05955567982294393
robert_lighthizer,0.05941215044026018
hefty_tariffs,0.059162826291173976
protectionists,0.05905620858335799
first_ministerial,0.05886034708281523
western_countries,0.05841818464756199
successful_conclusion,0.05838904422025539
western_nations,0.05828016618207157
iran's_case,0.05822217759957688
reprisal,0.057863716789152954
fragile_economic,0.05771667358150656
dollar's_recent,0.05761856432002011
industrial_tariffs,0.05749268840127363
ease_sanctions,0.05744952884319904
asked_him,0.05714327997094216
detente,0.05686873458718053
peaceful_purposes,0.05665632018937971
dollar's_strength,0.05619696575621358
three_rounds,0.05611901060203031
textile_quotas,0.055878520394493814
doha_development,0.054277211730051934
countervailing,0.053350470789954425
dampen,0.053321652051640515
commissioner_peter,0.053232240227359444
adamant,0.05315886014070753
their_differences,0.05286129402652064
embargo_against,0.052807244283483205
chicken_feet,0.052807153709928056
frisbie,0.052740965920267335
both_countries,0.0525584902207076
retaliatory_sanctions,0.052440723006007876
knit_fabrics,0.05228925119127558
chinese_clothing,0.05184235835324975
lumber_industry,0.051826762005929256
decouple,0.05164213368638684
iranian_official,0.051386194873896694
menace,0.051344091307474284
zarif,0.05130069645653412
upsetting,0.05120649864329188
escalating_sino,0.05096446155454077
politically_sensitive,0.050719040493705715
slapped_tit,0.05045722320389051
scher,0.050380952252440214
representative_robert,0.05005916899100451
dampening,0.04946486771326511
impose_punitive,0.049357744834009294
fuat_oktay,0.04899939272709964
agricultural_tariffs,0.04861546924149656
port_shutdown,0.04837455212099381
libyan_leader,0.04778837832410308
may,0.04775035273939545
asian_turmoil,0.047611324593503764
appreciating,0.04751184385647462
larijani,0.047339042198796054
west_suspects,0.0472881383508032
ratcheted_up,0.04728412868137083
doha_negotiations,0.047020914571559484
currency_undervaluation,0.04697987732814221
imposed_retaliatory,0.04690411158328917
bans_import,0.04669865722797975
javad_zarif,0.04653255675316304
pessimistic_about,0.04587496717711221
hard_deadline,0.045074969626773785
draft_texts,0.04503662603593198
kharrazi,0.04490680844872961
singling_out,0.04486180440378946
pivots_away,0.044459480166030664
salehi,0.044191470089578945
hails_peace,0.04416212244049983
soften,0.043878538469473906
expect_much,0.043862793101217205
helps_ignite,0.04367539805805171
beijing_retaliated,0.04333017888035098
trump's_announcement,0.04331839019392306
denting,0.04311166740427053
mottaki,0.04293937270537542
wto_urges,0.042668838873007535
araqchi,0.04265065912465708
separate_resolution,0.041897745119585196
overlapping_claims,0.04161741392036691
legitimate_interests,0.040488765718788206
elias_glenn,0.040208529262356414
retaliations,0.040188618392449714
deep_differences,0.040123196830782575
orders_fast,0.039621558866563635
furious_but,0.03839407294652893
jalili,0.03828466790024588
minister_mohammad,0.0381273362172398
wto_director,0.03755130557242591
surge_geopolitics,0.03743724752560722
violent_attacks,0.03681740662075547
announced_hefty,0.03665957642252928
stock_whacked,0.03493059071406749
proposing_higher,0.03255397597729296
tat_duties,0.03248010506634632
iran's_ambassador,0.03244913413202944
dressing_gowns,0.031134313750443437
pursuing_maximum,0.031088743286529424
troubled_doha,0.03060490045846925
emergency_import,0.030493469188091416
outline_commitments,0.030224442043527918
past_bbl,0.02915851173671982
bruising_tariffs,0.02760464187400478
should_outlaw,0.027170202790909845
mostafavi,0.026053561727600413
urge_cooler,0.025952461505195135
protesters_tunnel,0.025704180640189495
valneva_novavax,0.025422499044487363
texas_prompt,0.02491213499909442
resist_eviction,0.023693447235470646
tyson_groundbreaking,0.02369115643652001
dumping_deposits,0.022683975945102394
hottest_decade,0.022341854009073056
compensate_comfort,0.020914867792696964
other's_imports,0.02062915084042192
record_rounded,0.020367950286185845
edwards_given,0.01964654366995716
sanctions_scholz,0.01862471575336728
kazakhstan_won't,0.018384391620592702
tokyo_angered,0.018150076409655196
film_marks,0.0172604462743196
enshrine_roles,0.017020045250022785
german_falklands,0.01641290367333783
argentina_hails,0.01624272277727578
israel_revisits,0.01607455754815591
testing_frenzy,0.015604339932791804
backs_petrol,0.01543179081715103
anglo_fails,0.01494420059669898
camps_unhcr,0.014867512529183393
voices_grave,0.013681896131197753
irans,0.013092204137523168
kingmaker_manoeuvres,0.010344035551870237
squeezing_corporate,0.00970632556875377
iraniens,0.009652022579524955
ideas_mottaki,0.007386357408255147
