date,rel_day,AR,AR_std
2018-03-08,-10,-0.006275925695919886,0.004470852282856578
2018-03-09,-9,-0.005626207469486562,0.004521577788387567
2018-03-12,-8,0.004084272568414079,0.0044652575608593575
2018-03-13,-7,-0.0015443389694968692,0.004467133726646011
2018-03-14,-6,0.004130140887430153,0.004478092551448694
2018-03-15,-5,-0.003196467293105355,0.0044674882921958365
2018-03-16,-4,-0.003757639555817603,0.0044644799370334946
2018-03-19,-3,-0.0023732967480932093,0.004515236012854237
2018-03-20,-2,-0.0014077945477300104,0.004458956766281495
2018-03-21,-1,0.013627649210290166,0.004485476528353807
2018-03-22,0,-0.0018184421505844685,0.004630183256719692
2018-03-23,1,0.00767066337850332,0.0045632632688339565
2018-03-26,2,-0.010734279116040829,0.004630619152136655
2018-03-27,3,0.010704799022661842,0.004543956437341999
2018-03-28,4,-0.005001525394116214,0.004476810632071414
2018-03-29,5,0.0007108703450221954,0.0045013735886244
2018-04-02,6,0.0043726890785578225,0.004583536046229756
2018-04-03,7,-0.0024360505048753017,0.004486444789000205
2018-04-04,8,-0.012313515368153345,0.0044877691294504625
2018-04-05,9,0.004668058372887458,0.0044733652126572356
2018-04-06,10,0.0059091446471987025,0.004577920411567722
