date,rel_day,AR,AR_std
2022-09-23,-10,0.0005090392027141261,0.0009308142250605023
2022-09-26,-9,1.5449451676467774e-05,0.000925983142834389
2022-09-27,-8,-0.0004885261150024203,0.00092617641335453
2022-09-28,-7,-4.502095421864832e-06,0.0009300845250499927
2022-09-29,-6,-0.0011895861718308996,0.0009268953025004059
2022-09-30,-5,-0.00048220495699889156,0.0009270313561422893
2022-10-03,-4,-7.971553523734506e-05,0.0009364214302337487
2022-10-04,-3,-0.0008518409616308717,0.0009375106031176943
2022-10-05,-2,-0.00048279580119389384,0.0009241929660155328
2022-10-06,-1,-0.0011568012822656473,0.0009257478142676587
2022-10-07,0,-0.0013776363444664291,0.0009324673264295236
2022-10-10,1,0.00019840799569843977,0.0009242447002804935
2022-10-11,2,0.0010402897174911097,0.0009268678175858935
2022-10-12,3,-0.0005559830793656784,0.0009227075069449014
2022-10-13,4,0.000759651870754028,0.0009398868654915536
2022-10-14,5,-0.0009481509389983669,0.0009286816228089447
2022-10-17,6,0.0006407889592648514,0.0009298961411650848
2022-10-18,7,-0.00036656340416411914,0.0009244309064733723
2022-10-19,8,-0.00045912830803437974,0.0009293545186920693
2022-10-20,9,-0.0004575858212149328,0.0009260218968034854
2022-10-21,10,0.0006425825274651749,0.0009314053517649922
